region,year,total_economically_active,total_in_employment,unemployed,employment_rate,total_economically_active_16_64,total_in_employment_16_64,unemployed_16_64,economically_inactive_16_64,economic_activity_rate_16_64,employment_rate_16_64,unemployment_rate_16_64,treated,RegionID
SouthWest,1993,2327239.8550833333,2118648.73375,208591.12126666668,56.82594949166667,2278378.5615,2072083.4270000001,206295.13453333333,618260.6885916666,78.655951695,71.53379828,9.054772927583334,0.0,7
SouthWest,1994,2340521.626,2156498.19025,184023.435525,57.619492092499996,2299469.6611666665,2117462.8098333334,182006.85129166665,606121.7556166666,79.1392129175,72.87510297333334,7.9157884595,0.0,7
SouthWest,1995,2352618.0999166667,2175678.76075,176939.33884166667,57.83436782583333,2304248.11325,2128542.5245833336,175705.58853333336,614314.9700583332,78.95140197666666,72.93103096583333,7.625344130999999,0.0,7
SouthWest,1996,2355070.479,2200914.1313333334,154156.34775,58.252115975,2305327.3749166667,2151990.5084166666,153336.86649166667,624143.2085000001,78.69387616,73.45939902083333,6.651382296833333,0.0,7
SouthWest,1997,2403713.9944166667,2271319.7725,132394.22196666666,59.691753543333334,2350518.65575,2219915.84075,130602.81485000001,600788.760975,79.643478605,75.21771128583333,5.556290977,0.0,7
SouthWest,1998,2414060.574833333,2299261.2554166666,114799.31938333334,60.069088449166664,2361018.402166667,2247144.316166667,113874.08603333333,607090.5145083334,79.54619484333334,75.7095488475,4.823128106333333,0.0,7
SouthWest,1999,2443986.14575,2334011.47625,109974.66968333333,60.551269866666665,2386257.7795833335,2277043.185583333,109214.59403333334,603813.3871333334,79.8064515625,76.153377175,4.57662571,0.0,7
SouthWest,2000,2466416.9906666665,2364626.1398333334,101790.85087750001,60.827673235,2415215.1965,2313853.5015833336,101361.69503083335,603056.4700583334,80.01938376916667,76.66087882833334,4.1973600705,0.0,7
SouthWest,2001,2474350.686833333,2383678.4527499997,90672.23418000001,60.85781247166667,2424648.69975,2335020.90425,89627.7953225,616445.0503416667,79.7294747975,76.78202469916667,3.69678348975,0.0,7
SouthWest,2002,2512734.103416667,2418149.57875,94584.52475416666,61.19814332666667,2455790.2360833334,2361785.9294166667,94004.30657,612258.5972416666,80.0432064675,76.97963149,3.8264689950833333,0.0,7
SouthWest,2003,2521876.7224999997,2435429.753916667,86446.96839833334,61.11163293333333,2455935.6483333334,2370398.858916667,85536.78950333333,638607.85155,79.36382263583333,76.59907449,3.48305574375,0.0,7
SouthWest,2004,2541693.859333333,2459368.48875,82325.37065333333,61.137870957500006,2477225.935416667,2396687.4920833334,80538.443205,647144.8979833333,79.28775986416666,76.7102139575,3.25103384475,0.0,7
SouthWest,2005,2580064.1724166665,2488154.6435833336,91909.52889166668,61.12977337499999,2513425.3895833334,2422588.69975,90836.68974666666,651336.0271416666,79.4202308575,76.55022640166666,3.6142747458333333,0.0,7
SouthWest,2006,2601830.899333333,2505065.2878333335,96765.611235,60.93497527916667,2534252.297,2438629.3318333332,95622.96505833334,665217.1196333333,79.20825799083333,76.21969542166666,3.7729253015000004,0.0,7
SouthWest,2007,2635646.0764166666,2533872.3096666667,101773.76678166667,60.9440069675,2568379.6714999997,2467626.18875,100753.48275000001,666137.1617666667,79.404741335,76.28954663916666,3.9235671223333335,0.0,7
SouthWest,2008,2673034.4277500003,2565713.0254166666,107321.40234416666,61.203091835,2597160.6091666664,2491663.1380833336,105497.47109083332,654267.55755,79.877531565,76.63307250166666,4.061518999833333,0.0,7
SouthWest,2009,2673599.20725,2510556.9988333336,163042.20849166668,59.54220872916667,2587366.882583333,2426407.57875,160959.30405833333,668872.7006416667,79.4592072425,74.51621625666667,6.224795272416666,0.0,7
SouthWest,2010,2675228.1558333333,2516039.6479166667,159188.50806666666,59.2275878975,2570482.3605833333,2414307.2121666665,156175.14814166666,695986.8062416667,78.69258027416667,73.91136816166666,6.076552171833334,0.0,7
SouthWest,2011,2683679.0055,2512825.5390000003,170853.46644166668,58.6777249925,2582753.51925,2413685.4265,169068.092725,694024.397475,78.820033795,73.66050371416667,6.546542050916667,0.0,7
SouthWest,2012,2689573.3948333333,2532044.742583333,157528.65224166666,58.6925086525,2583348.46075,2427833.4681666666,155514.99251666668,688568.1226916667,78.95536698083333,74.20244584916666,6.02142978225,0.0,7
SouthWest,2013,2710791.4520833334,2542773.0654166667,168018.38654166667,58.493626230833335,2601816.40975,2436802.4395,165013.97021666667,671407.7569083333,79.48779163333333,74.44650353333333,6.341603068583333,0.0,7
SouthWest,2014,2747578.76975,2613821.007583333,133757.76224166667,59.624519248333335,2627778.5820833333,2496328.047,131450.53486666668,653872.7513916667,80.07483795083333,76.06898458833332,5.002542454916667,0.0,7
SouthWest,2015,2807540.2624166664,2690485.41975,117054.842725,60.828768948333334,2674499.0910833334,2559459.4110833337,115039.67997499999,622894.5756166667,81.10916172916667,77.620048545,4.302374499083333,0.0,7
SouthWest,2016,2813308.4834166667,2702924.7636666666,110383.71959333333,60.63006205166667,2667494.645,2558998.9370833333,108495.70791583334,643632.771725,80.56136608,77.28456978416666,4.067239069666667,0.0,7
SouthWest,2017,2854765.2883333336,2751916.2753333333,102849.01304583333,61.29585527083333,2705175.2171666664,2603617.54825,101557.66890666667,617539.3661333333,81.41467012,78.35824667416667,3.7544985808333333,0.0,7
SouthWest,2018,2878525.6835,2789089.65325,89436.03026666667,61.8124605075,2720491.7104166667,2633437.5278333332,87054.18251416666,604567.8730083333,81.81783541,79.19969380083334,3.199186929,0.0,7
SouthWest,2019,2902955.07475,2826635.55625,76319.51828,62.274156776666665,2750063.363,2675416.94975,74646.41332083334,581214.7202833333,82.55267858666666,80.31191265083334,2.7145229433333333,0.0,7
SouthWest,2020,2859483.2160833334,2751887.0346666668,107596.1812475,60.325143188333335,2702526.9056666666,2596800.2916666665,105726.61390083334,633633.0110333334,81.00729348583333,77.83828594083333,3.916776466583334,0.0,7
SouthWest,2021,2839275.1069166665,2740969.1459166664,98305.96081666666,59.85037080666667,2687398.821,2591167.4888333334,96231.33203166666,650216.3457083333,80.51803948833333,77.63454977333333,3.5827914635,0.0,7
WestMidlands,1993,2565464.47475,2264033.9686666667,301430.506075,55.48285803916667,2527567.658,2227486.662916667,300080.99501666665,777097.7587166666,76.48506137416668,67.40467180333333,11.8736553675,0.0,8
WestMidlands,1994,2574331.8678333336,2318419.194,255912.67387499998,56.86166204666667,2534888.742416667,2280670.1813333333,254218.5612,762240.5074916667,76.8816335625,69.17159922166667,10.026546996916666,0.0,8
WestMidlands,1995,2559099.56175,2335797.1194166667,223302.44215000002,57.223458064166664,2517376.2516666665,2296123.684,221252.56746666666,779369.8317416668,76.35938851666667,69.64814059583334,8.7890711815,0.0,8
WestMidlands,1996,2564881.25075,2344034.4385833335,220846.81219166666,57.32364020333333,2528939.516083333,2309102.4423333337,219837.0736166667,770365.1505999999,76.65070497583334,69.98760036916667,8.692106444916666,0.0,8
WestMidlands,1997,2561877.83025,2383145.2136666668,178732.61644166664,58.2336876775,2527789.3096666667,2350072.7879166664,177716.52162500002,770573.107125,76.63769817166666,71.24965686416667,7.03098155125,0.0,8
WestMidlands,1998,2580039.5459166667,2418218.7828333336,161820.76281666665,58.974339002499995,2542210.45175,2381832.0590833332,160378.39280833333,760371.6314583333,76.9763643475,72.12019590416666,6.308812497166667,0.0,8
WestMidlands,1999,2586688.5495,2412784.3445,173904.20489999998,58.77356780416667,2549713.3349166666,2376957.83175,172755.50328333332,756095.1650583333,77.12828083583334,71.90245093333333,6.7755384940833325,0.0,8
WestMidlands,2000,2555301.28075,2399956.7484166664,155344.53224166666,58.388760608333335,2517395.8940833337,2363366.2270833333,154029.66716666668,791190.9391166667,76.08685146083333,71.43135245416667,6.118164056166666,0.0,8
WestMidlands,2001,2568314.8215833334,2426859.117666667,141455.70385833332,58.790686064999996,2530280.7778333332,2389666.29575,140614.48205833332,790194.8887833334,76.20216689416667,71.96730814749999,5.55739424275,0.0,8
WestMidlands,2002,2606285.96125,2456776.1660833335,149509.79518333334,59.16276404083334,2561332.55675,2413398.9085,147933.64839166668,776642.6098416667,76.73284013583333,72.30112264833333,5.775355938250001,0.0,8
WestMidlands,2003,2603409.1105,2452430.8843333335,150978.22615833333,58.6749563875,2561502.3334166664,2411397.6848333334,150104.64840833333,796760.7500166666,76.27539567083333,71.80558147166667,5.8598517252499995,0.0,8
WestMidlands,2004,2620029.2171666664,2482060.470583333,137968.746475,59.013493897500005,2579312.0965833333,2441933.633,137378.46336666666,798312.986775,76.36427222083334,72.29658773333334,5.327403193166666,0.0,8
WestMidlands,2005,2645434.1566666667,2520068.1021666666,125366.05445,59.448483579999994,2593962.394,2469524.7119166665,124437.68205,810471.772675,76.19430178833333,72.53939676583333,4.7973605235,0.0,8
WestMidlands,2006,2684732.156,2529390.1929166666,155341.96304166666,59.16883393083333,2625332.0995833334,2471245.4719999996,154086.6276,809445.0671583334,76.43342641583332,71.94819737499999,5.867590863333334,0.0,8
WestMidlands,2007,2695285.53925,2523286.7275833334,171998.81183333334,58.51976401833334,2632625.3268333334,2461546.938,171078.388925,829729.4231166666,76.03548994916666,71.0941880425,6.498354038583333,0.0,8
WestMidlands,2008,2695137.8976666667,2520870.3455000003,174267.55207499999,57.94448287833333,2636705.0060833334,2462893.3330833334,173811.67296666667,849064.9104999999,75.64245664666667,70.65661504333333,6.592189506666667,0.0,8
WestMidlands,2009,2728646.4693333334,2466018.1890833336,262628.2800166667,56.29509486833334,2662977.5486666667,2402401.0389166665,260576.50974166664,834009.4513750001,76.15052901,68.6992337625,9.78233654575,0.0,8
WestMidlands,2010,2730744.288,2486517.5999166667,244226.68818333335,56.3285800875,2664654.2083333335,2421630.6196666667,243023.58878333334,847105.5416833333,75.87814952000001,68.95797383666667,9.12149633075,0.0,8
WestMidlands,2011,2713279.5811666665,2465414.7793333335,247864.801825,55.40510409750001,2637723.79675,2392182.5373333334,245541.25960833335,890451.2031583333,74.76183518333333,67.802187295,9.308554847416667,0.0,8
WestMidlands,2012,2771422.8641666668,2528979.80475,242443.05939166667,56.4760811775,2685186.3035,2445277.8384166667,239908.46499166664,843585.0298166666,76.09410815416668,69.29548469583334,8.933036421333334,0.0,8
WestMidlands,2013,2806047.8590833335,2547466.4444999998,258581.41465833332,56.556957175,2705511.8337499998,2448876.7736666664,256635.060325,826043.582875,76.60993169666666,69.34286723916667,9.484075730666667,0.0,8
WestMidlands,2014,2777840.9875000003,2573761.5152499997,204079.47221666668,56.76001813333334,2682211.2313333335,2479578.9768333333,202632.25433333335,858139.3520666667,75.76133297166668,70.03733336250001,7.554003464666667,0.0,8
WestMidlands,2015,2779955.865,2614392.132416667,165563.73253333333,57.234899104166665,2691449.4286666666,2526362.8660833333,165086.56236666665,865628.5714666666,75.66499749666667,71.0233878925,6.132413159166667,0.0,8
WestMidlands,2016,2847902.7188333333,2685130.1823333334,162772.53659166666,58.26605893666667,2741844.7521666666,2580251.619,161593.133075,840752.16445,76.53137092416667,72.02090027083334,5.893821565500001,0.0,8
WestMidlands,2017,2857094.9876666665,2697127.3224166664,159967.66504166668,58.09355118833333,2762113.4863333334,2603834.6760833333,158278.81024166665,840956.6803,76.65987190666667,72.2668878525,5.731141010583333,0.0,8
WestMidlands,2018,2920409.1410833336,2776196.24675,144212.89426666667,59.600997022499996,2805629.0744166668,2662134.032583333,143495.04184166665,798011.4256166667,77.85552096416667,73.87360552416666,5.115312538166667,0.0,8
WestMidlands,2019,2942645.594416667,2807509.5615,135136.03294166666,60.00312387916667,2826669.1426666663,2692093.9914166667,134575.151125,783054.1074,78.30691102749999,74.57858402916666,4.761211009499999,0.0,8
WestMidlands,2020,2937362.0940833334,2786234.7884166664,151127.30585,59.3252046975,2834499.6631666664,2683600.9495,150898.71375833332,780756.920175,78.40376530166667,74.22995375666666,5.32335409725,0.0,8
WestMidlands,2021,2940469.133,2783374.095583333,157095.03731666665,59.07541269666667,2835523.0362500004,2680538.319,154984.7171,783646.8805166666,78.34706650833333,74.0642901925,5.468404085833334,0.0,8
YorkshireandTheHumber,1993,2411776.9931666665,2165333.1639166665,246443.82924999998,56.05423266666667,2380457.5864999997,2134666.2648333334,245791.32160833335,731296.4969083333,76.4988807675,68.60001360333332,10.325386640833333,0.0,9
YorkshireandTheHumber,1994,2387875.5245833336,2154937.6873333333,232937.8371583333,55.83888371083333,2354631.34575,2122594.1076666666,232037.23810833335,753121.4043083334,75.76629387166666,68.29997056416667,9.853537339166666,0.0,9
YorkshireandTheHumber,1995,2383016.6903333333,2177811.90225,205204.78807500002,56.43819301833333,2355210.6330833333,2150423.6050833333,204787.027875,750079.6169416667,75.84513044333333,69.25037152666667,8.695833427,0.0,9
YorkshireandTheHumber,1996,2372990.4798333333,2177226.9459166666,195763.534125,56.40044786833334,2345813.531,2151591.684,194221.84715833332,759858.21885,75.5332162475,69.2794425675,8.280468945416667,0.0,9
YorkshireandTheHumber,1997,2359926.3380833333,2179127.1004166664,180799.23775,56.452442669166665,2327865.518166667,2147684.6815,180180.836575,777518.481825,74.96224587083333,69.16003943,7.739874424666667,0.0,9
YorkshireandTheHumber,1998,2366262.05475,2196926.82425,169335.23031666668,56.883224185833335,2338854.879833333,2170009.7305833334,168845.14928333333,767909.453475,75.282616355,69.84786591666666,7.219209188083333,0.0,9
YorkshireandTheHumber,1999,2379259.3534999997,2226681.47075,152577.882475,57.608334284166666,2348672.5675833332,2196396.860083333,152275.707525,760818.2657083333,75.53239651833333,70.63517176416667,6.48279556425,0.0,9
YorkshireandTheHumber,2000,2409846.784916667,2261808.95925,148037.82589166667,58.38041564416667,2375961.296833333,2228578.5053333333,147382.79149166666,740735.5364666666,76.23299181333333,71.504141485,6.203908369083333,0.0,9
YorkshireandTheHumber,2001,2395318.7469166666,2267351.6320833336,127967.11494166666,58.17180555583334,2368312.1244166666,2240921.8685,127390.25614999999,767222.1254666667,75.53203908249999,71.46893431666668,5.378217455333334,0.0,9
YorkshireandTheHumber,2002,2415178.8780833334,2287850.0600833334,127328.81784999999,58.22512146666667,2380960.9535000003,2254788.5674166665,126172.38614999999,780149.5464416667,75.32005787583334,71.32866479916667,5.299188526083333,0.0,9
YorkshireandTheHumber,2003,2457728.7347500003,2333723.7639166666,124004.97080833332,58.87324045916666,2423764.481166667,2300256.4601666667,123508.02109166665,765725.0188166667,75.99167159416668,72.11918735833333,5.095560160333333,0.0,9
YorkshireandTheHumber,2004,2490862.560666667,2376017.43375,114845.12693333333,59.317043717500006,2455260.987583333,2340922.1708333334,114338.81663333334,770419.8458333333,76.11604375083333,72.57101055333334,4.657405221166667,0.0,9
YorkshireandTheHumber,2005,2519636.3886666666,2400673.1895,118963.199225,59.26807699416667,2486762.2569999998,2368265.11675,118497.14043333333,778842.7429,76.150055525,72.52192895416667,4.76386280825,0.0,9
YorkshireandTheHumber,2006,2561765.4009166667,2416190.9259166666,145574.47484166667,59.1901288775,2523727.641333333,2378880.33775,144847.30364166666,770012.6086083334,76.62228385666667,72.22504619166666,5.739330154583333,0.0,9
YorkshireandTheHumber,2007,2556715.4351666667,2413286.720833333,143428.71435,58.66088374333333,2511042.5934166666,2368921.5251666666,142121.068225,808820.8232583334,75.63700864666667,71.35558876500001,5.6600739175833334,0.0,9
YorkshireandTheHumber,2008,2590590.813916667,2436940.2843333334,153650.529525,58.7687767425,2540617.0848333333,2387887.7264166665,152729.35855833333,801722.6651416667,76.01302476666667,71.44424109583333,6.009381863666667,0.0,9
YorkshireandTheHumber,2009,2596002.50275,2378700.822666667,217301.6800833333,57.0176120225,2541460.0425,2325345.4649166665,216114.57770833335,812305.2073499999,75.779242255,69.33565870916667,8.50262841325,0.0,9
YorkshireandTheHumber,2010,2612890.6766666663,2373420.305083333,239470.37175000002,56.513563938333334,2552514.1079166667,2313758.2450833335,238755.86294166665,813778.225425,75.82612620916666,68.73351266,9.352965889833333,0.0,9
YorkshireandTheHumber,2011,2606036.651,2365373.8056666665,240662.84546666665,55.95503903,2536937.338916667,2298001.267,238936.0717166667,840012.6612,75.12515987916667,68.0496679475,9.416765033166667,0.0,9
YorkshireandTheHumber,2012,2648761.2945,2405271.2572500003,243490.0373333333,56.588768512499996,2583240.806,2340589.3094166666,242651.49659166668,788973.0272750001,76.60401672166667,69.408446665,9.393701709833334,0.0,9
YorkshireandTheHumber,2013,2681962.9059166666,2446722.4114166666,235240.4945,57.326600147499995,2610036.0855,2376416.61925,233619.4663666667,755948.2477333333,77.5416663125,70.60113069,8.9514519,0.0,9
YorkshireandTheHumber,2014,2686774.6731666666,2485781.390583333,200993.28249166664,58.007004611666666,2614251.2976666666,2414640.26575,199611.0318,748290.4524249999,77.74630185,71.80994703416667,7.634407299416666,0.0,9
YorkshireandTheHumber,2015,2668759.95725,2499499.4566666665,169260.5004,58.01629300166667,2582664.2665833333,2415243.5051666666,167420.76150833335,786418.7334249999,76.6579468675,71.68855179250001,6.482224408333334,0.0,9
YorkshireandTheHumber,2016,2697166.1725,2543006.4461666667,154159.72623333332,58.701862561666665,2606180.01425,2453288.85175,152891.16241666666,771678.0690916666,77.15461287833334,72.62818767166667,5.868342013666666,0.0,9
YorkshireandTheHumber,2017,2685460.2105833334,2552230.3249999997,133229.88545,58.69423912583333,2608579.7488333336,2477582.1492500002,130997.59953333333,772415.4179166667,77.15421511416666,73.279675365,5.0216601485,0.0,9
YorkshireandTheHumber,2018,2714167.337416667,2585269.0860833335,128898.25133333333,59.27334337083334,2628298.2465833332,2499856.658333333,128441.58815000001,752165.6701000001,77.749641755,73.95011005416667,4.886084554833333,0.0,9
YorkshireandTheHumber,2019,2712923.7381666666,2588577.7979166666,124345.94026666666,59.1662387325,2619162.544583333,2496192.9861666667,122969.558425,760379.7053916667,77.50049419583333,73.86185735583332,4.69236727775,0.0,9
YorkshireandTheHumber,2020,2690823.624166667,2565301.7756666667,125521.84855,58.5205612225,2599716.1913333335,2476967.5239999997,122748.667375,776018.642,77.01189564666667,73.3756240725,4.720164645166666,0.0,9
YorkshireandTheHumber,2021,2670025.6481666667,2544949.8678333336,125075.78023749999,57.971041837499996,2572313.878583333,2450004.504833333,122309.37375166667,797667.1214833333,76.33045810333333,72.70083006833333,4.752438177416667,0.0,9
